source_route,source_version,visible_label,element_type,original_webflow_destination,webflow_export_destination,current_rebuild_destination,match,deliberately_changed_by_new_cta_rules,internal_or_external,current_http_status,opens_new_tab,intended_destination_confirmed,same_site_absolute_url,direct_cal_url_outside_contact,webflow_dependency,old_vercel_project_url,placeholder_dead_action,classification,fix_applied,notes
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.updates.some((u) => u.formFieldId === SCORECARD_REPORT_URL_FIELD_ID && u.value === ""https://www.nexubis.io/scorecard/r/abc12345""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:237; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.calls.includes(""create:mark@veltkamp-dosing.nl:Mark:https://www.nexubis.io/scorecard/r/abc12345:true:""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:244; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.equal(c.calls.some((call) => call.includes("":true:https://www.nexubis.io/scorecard/r/abc12345"")), false);",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:245; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.calls.includes(""create:mark@veltkamp-dosing.nl:Mark:https://www.nexubis.io/scorecard/r/abc12345:true:""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:255; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.updates.some((u) => u.formFieldId === SCORECARD_REPORT_URL_FIELD_ID && u.value === ""https://www.nexubis.io/scorecard/r/abc12345""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:256; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.calls.includes(""update:7:mark@veltkamp-dosing.nl:true:https://www.nexubis.io/scorecard/r/abc12345::""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:264; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.updates.some((u) => u.formFieldId === SCORECARD_REPORT_URL_FIELD_ID && u.value === ""https://www.nexubis.io/scorecard/r/abc12345""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:266; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.calls.includes(""update:7:mark@veltkamp-dosing.nl:true:https://www.nexubis.io/scorecard/r/abc12345::""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:274; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.updates.some((u) => u.formFieldId === SCORECARD_REPORT_URL_FIELD_ID && u.value === ""https://www.nexubis.io/scorecard/r/abc12345""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:275; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const c = client({ userId: 7, email: ""mark@veltkamp-dosing.nl"", currencyCode: ""USD"", isAgent: false, street: ""https://www.nexubis.io/scorecard/r/abc23456"" });",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:280; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const latest = ""https://www.nexubis.io/scorecard/r/latest42"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:281; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const c = client({ userId: 7, email: ""mark@veltkamp-dosing.nl"", currencyCode: ""USD"", isAgent: false, telephone: ""https://www.nexubis.io/scorecard/r/abc23456"" });",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:291; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const latest = ""https://www.nexubis.io/scorecard/r/latest42"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:292; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.calls.includes(""update:7:mark@veltkamp-dosing.nl:true:https://www.nexubis.io/scorecard/r/abc12345:+27110000000:12 Market Street""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:304; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.calls.includes(""update:7:mark@veltkamp-dosing.nl:true:https://www.nexubis.io/scorecard/r/abc12345::""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:341; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.deepEqual(mapped.updates, [{ formFieldId: ""field-key"", value: ""https://www.nexubis.io/scorecard/r/abc12345"" }]);",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:370; allowed server/test/email/webhook context
lib/scorecard/plumbing.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const payload = buildFunnelrPayload(lead, ""https://www.nexubis.io/scorecard/r/slug1234"");",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\plumbing.test.ts:87; allowed server/test/email/webhook context
lib/scorecard/plumbing.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.equal(payload.reportUrl, ""https://www.nexubis.io/scorecard/r/slug1234"");",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\plumbing.test.ts:92; allowed server/test/email/webhook context
lib/scorecard/plumbing.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const lead = await runLeadPlumbing(record, unlockInput, ""slug9999"", ""https://www.nexubis.io"");",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\plumbing.test.ts:158; allowed server/test/email/webhook context
lib/scorecard/plumbing.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"await runLeadPlumbing(record, unlockInput, ""slug7777"", ""https://www.nexubis.io"");",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\plumbing.test.ts:192; allowed server/test/email/webhook context
lib/scorecard/plumbing.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(email1.text.includes(""https://www.nexubis.io/scorecard/r/slug7777""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\plumbing.test.ts:197; allowed server/test/email/webhook context
lib/scorecard/scorecard-lead-route.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"return new NextRequest(""https://www.nexubis.io/api/leads/scorecard"", {",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\scorecard-lead-route.test.ts:25; allowed server/test/email/webhook context
lib/scorecard/scorecard-lead-route.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const res = await POST(request(payload({ marketingConsent: true, reportUrl: ""https://www.nexubis.io/scorecard/r/abc23456"" })));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\scorecard-lead-route.test.ts:90; allowed server/test/email/webhook context
lib/scorecard/scorecard-lead-route.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"reportUrl: ""https://www.nexubis.io/scorecard/r/abc23456"",",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\scorecard-lead-route.test.ts:101; allowed server/test/email/webhook context
lib/scorecard/scorecard-lead-route.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const res = await POST(request(payload({ reportUrl: ""https://www.nexubis.io/scorecard/r/abc23456"" })));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\scorecard-lead-route.test.ts:107; allowed server/test/email/webhook context
lib/scorecard/share-mailto.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const url = ""https://www.nexubis.io/scorecard/r/abc123"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\share-mailto.test.ts:7; allowed server/test/email/webhook context
